crawl 1[0.29 seconds used]: {'url': 'http://info.tibet.cn/newzt/yuanzang/yzcg/200505/t20050531_33920.htm', 'anchor_text': u'\u5bf9\u53e3\u652f\u63f4\u897f\u85cf\u7ecf\u6d4e\u5efa\u8bbe\u7684\u4e30\u7855\u6210\u679c', 'value': 3},  [116 urls left in queue]
crawl 351[1.60 seconds used]: {'url': 'http://www.linkedin.com/company/rhs-licita%C3%A7%C3%B5es-licita%C3%A7%C3%A3o-com-br?actionToken=p%3Dp%253Dbiz-feed-showcase-public-first-load%2526c%253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%2526m%253Dcompany_feed%2526n%253D0%26t%3Da%253DisFolloweeOfPoster%25253Dfalse%252526distanceFromActor%25253D-1%252526actorType%25253D%252526likedByUser%25253Dfalse%252526targetId%25253D%252526recentCommentUrns%25253D%252526targetType%25253D%252526sponsoredFlag%25253DORGANIC%252526verbType%25253Dlinkedin%2525253Ashare%252526objectType%25253Dlinkedin%2525253Acontent%252526totalShares%25253D0%252526activityId%25253Durn%2525253Ali%2525253Aactivity%2525253A6075305690933575680%252526recentLikerUrns%25253D%252526actorId%25253Durn%2525253Ali%2525253Acompany%2525253A5055963%252526totalComments%25253D0%252526relevanceScore%25253D0%2E0%252526recentCommenterUrns%25253D%252526isPublic%25253Dtrue%252526time%25253D-1%252526totalLikes%25253D0%252526objectId%25253Durn%2525253Ali%2525253Acontent%2525253A7cf79778acad7365c0321d016d8cf3da%252526distanceFromNestedActor%25253D-1%2526s%253DORGANIC%2526u%253Durn%25253Ali%25253Aactivity%25253A6075305690933575680&atv=2', 'anchor_text': u'Cursos RHS Licita\xe7\xf5es', 'value': 0},  [6350 urls left in queue]
crawl 352[0.91 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_p%3Dp%253Dbiz*5feed*5showcase*5public*5first*5load%2526c%253Df8b1b9d2*53e4a*54e4d*5baa8*5e3eea8eff1d1%2526m%253Dcompany*4feed%2526n%253D0%26t%3Da%253DisFolloweeOfPoster%25253Dfalse%252526distanceFromActor%25253D*51%252526actorType%25253D%252526likedByUser%25253Dfalse%252526targetId%25253D%252526recentCommentUrns%25253D%252526targetType%25253D%252526sponsoredFlag%25253DORGANIC%252526verbType%25253Dlinkedin%2525253Ashare%252526objectType%25253Dlinkedin%2525253Acontent%252526totalShares%25253D0%252526activityId%25253Durn%2525253Ali%2525253Aactivity%2525253A6075305690933575680%252526recentLikerUrns%25253D%252526actorId%25253Durn%2525253Ali%2525253Acompany%2525253A5055963%252526totalComments%25253D0%252526relevanceScore%25253D0*30%252526recentCommenterUrns%25253D%252526isPublic%25253Dtrue%252526time%25253D*51%252526totalLikes%25253D0%252526objectId%25253Durn%2525253Ali%2525253Acontent%2525253A7cf79778acad7365c0321d016d8cf3da%252526distanceFromNestedActor%25253D*51%2526s%253DORGANIC%2526u%253Durn%25253Ali%25253Aactivity%25253A6075305690933575680_2_*1_*1_rhs*5licita%C3%A7%C3%B5es*5licita%C3%A7%C3%A3o*5com*5br&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [6350 urls left in queue]
crawl 353[0.70 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%C3%A7%C3%B5es-licita%C3%A7%C3%A3o-com-br%3FactionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6075305690933575680%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A7cf79778acad7365c0321d016d8cf3da%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6075305690933575680%26atv%3D2&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6349 urls left in queue]
crawl 354[0.57 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2FpostLogin%3Fsession_rikey%3DBQqZ7ag4fwQyVsLpf7ccvf24gG7FpQeZW9r6S9-IYuS-3PCU4FXBbOcx7VYFnvkVKH68-svVDgYAow3xzJTfGszUH9i0QIfs3Ra%26l%3Dhttp%253A%252F%252Fwww%252Elinkedin%252Ecom%252FgroupRegistration%253Fgid%253D6671793%2526trk%253Dbiz-brand-featured-groups%2526csrfToken%253Dajax%25253A1051794242402189362%26id%3D0%26b%3D46d456fd-6ed5-495f-8c3f-ca3e62b5f217%26h%3DuDSb%26m%3DGET&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6348 urls left in queue]
crawl 355[0.73 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Ffollow%2Fsubmit%3Fid%3D5055963%26fl%3Dstart%26csrfToken%3Dajax%253A9054594333669833116%26goback%3D%252Ebzo_*1_*1_*1_*1_p%253Dp%25253Dbiz*5feed*5showcase*5public*5first*5load%252526c%25253Df8b1b9d2*53e4a*54e4d*5baa8*5e3eea8eff1d1%252526m%25253Dcompany*4feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D*51%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6075305690933575680%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0*30%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D*51%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A7cf79778acad7365c0321d016d8cf3da%25252526distanceFromNestedActor%2525253D*51%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6075305690933575680_2_*1_*1_rhs*5licita%25C3%25A7%25C3%25B5es*5licita%25C3%25A7%25C3%25A3o*5com*5br&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6347 urls left in queue]
crawl 356[0.57 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%25C3%25A7%25C3%25B5es-licita%25C3%25A7%25C3%25A3o-com-br%2Fcomments%3Ftype%3DU%26a%3DZRbe%26stype%3DC%26topic%3D6078553705836277760%26scope%3D5055963&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6345 urls left in queue]
crawl 357[0.67 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%25C3%25A7%25C3%25B5es-licita%25C3%25A7%25C3%25A3o-com-br%3FactionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6078553705836277760%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A3d4286bcd63289611ef42f9e1aae0b37%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6078553705836277760%26atv%3D2&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6344 urls left in queue]
crawl 358[0.56 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Flite%2Fupdates%3FobjectUrn%3Dactivity%253A6078553705836277760%26actorType%3Dmember%26atv%3D2%26like%3D%26actionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6078553705836277760%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A3d4286bcd63289611ef42f9e1aae0b37%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6078553705836277760%26trk%3D%26actorId%3D0%26csrfToken%3Dajax%253A3777787601590748120%26attributedObjectUrn%3Dactivity%253A6078553705836277760%26createViralActivity%3Dtrue&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6343 urls left in queue]
crawl 359[0.58 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Flite%2Fupdates%3FactorType%3Dmember%26atv%3D2%26objectUrn%3Dactivity%253A6078553705836277760%26actionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6078553705836277760%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A3d4286bcd63289611ef42f9e1aae0b37%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6078553705836277760%26trk%3D%26actorId%3D0%26csrfToken%3Dajax%253A3777787601590748120%26unlike%3D&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6342 urls left in queue]
crawl 360[2.15 seconds used]: {'url': 'http://www.linkedin.com/company/rhs-licita%C3%A7%C3%B5es-licita%C3%A7%C3%A3o-com-br?actionToken=p%3Dp%253Dbiz-feed-showcase-public-first-load%2526c%253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%2526m%253Dcompany_feed%2526n%253D0%26t%3Da%253DisFolloweeOfPoster%25253Dfalse%252526distanceFromActor%25253D-1%252526actorType%25253D%252526likedByUser%25253Dfalse%252526targetId%25253D%252526recentCommentUrns%25253D%252526targetType%25253D%252526sponsoredFlag%25253DORGANIC%252526verbType%25253Dlinkedin%2525253Ashare%252526objectType%25253Dlinkedin%2525253Acontent%252526totalShares%25253D0%252526activityId%25253Durn%2525253Ali%2525253Aactivity%2525253A6078553705836277760%252526recentLikerUrns%25253D%252526actorId%25253Durn%2525253Ali%2525253Acompany%2525253A5055963%252526totalComments%25253D0%252526relevanceScore%25253D0%2E0%252526recentCommenterUrns%25253D%252526isPublic%25253Dtrue%252526time%25253D-1%252526totalLikes%25253D0%252526objectId%25253Durn%2525253Ali%2525253Acontent%2525253A3d4286bcd63289611ef42f9e1aae0b37%252526distanceFromNestedActor%25253D-1%2526s%253DORGANIC%2526u%253Durn%25253Ali%25253Aactivity%25253A6078553705836277760&atv=2', 'anchor_text': u'Cursos RHS Licita\xe7\xf5es', 'value': 0},  [6344 urls left in queue]
crawl 361[1.56 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_p%3Dp%253Dbiz*5feed*5showcase*5public*5first*5load%2526c%253Df8b1b9d2*53e4a*54e4d*5baa8*5e3eea8eff1d1%2526m%253Dcompany*4feed%2526n%253D0%26t%3Da%253DisFolloweeOfPoster%25253Dfalse%252526distanceFromActor%25253D*51%252526actorType%25253D%252526likedByUser%25253Dfalse%252526targetId%25253D%252526recentCommentUrns%25253D%252526targetType%25253D%252526sponsoredFlag%25253DORGANIC%252526verbType%25253Dlinkedin%2525253Ashare%252526objectType%25253Dlinkedin%2525253Acontent%252526totalShares%25253D0%252526activityId%25253Durn%2525253Ali%2525253Aactivity%2525253A6078553705836277760%252526recentLikerUrns%25253D%252526actorId%25253Durn%2525253Ali%2525253Acompany%2525253A5055963%252526totalComments%25253D0%252526relevanceScore%25253D0*30%252526recentCommenterUrns%25253D%252526isPublic%25253Dtrue%252526time%25253D*51%252526totalLikes%25253D0%252526objectId%25253Durn%2525253Ali%2525253Acontent%2525253A3d4286bcd63289611ef42f9e1aae0b37%252526distanceFromNestedActor%25253D*51%2526s%253DORGANIC%2526u%253Durn%25253Ali%25253Aactivity%25253A6078553705836277760_2_*1_*1_rhs*5licita%C3%A7%C3%B5es*5licita%C3%A7%C3%A3o*5com*5br&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [6344 urls left in queue]
crawl 362[0.78 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%C3%A7%C3%B5es-licita%C3%A7%C3%A3o-com-br%3FactionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6078553705836277760%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A3d4286bcd63289611ef42f9e1aae0b37%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6078553705836277760%26atv%3D2&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6343 urls left in queue]
crawl 363[0.56 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2FpostLogin%3Fsession_rikey%3DfzYUzUbeZ848_Pn74ocLxVot0T_ZfhImcG-jcgucTV-En-1e45kyn0yPwIbIWiZxz5SsOkUgw0JeQYGhz2GypXhCN0x4c7K8F0t%26l%3Dhttp%253A%252F%252Fwww%252Elinkedin%252Ecom%252FgroupRegistration%253Ftrk%253Dbiz-brand-featured-groups%2526csrfToken%253Dajax%25253A6932125641480823009%2526gid%253D6671793%26id%3D0%26b%3D64acd74d-d325-4440-85e4-02fdedce6f4d%26h%3DKeQ2%26m%3DGET&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6342 urls left in queue]
crawl 364[0.69 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Ffollow%2Fsubmit%3Fid%3D5055963%26fl%3Dstart%26csrfToken%3Dajax%253A3543245825494811441%26goback%3D%252Ebzo_*1_*1_*1_*1_p%253Dp%25253Dbiz*5feed*5showcase*5public*5first*5load%252526c%25253Df8b1b9d2*53e4a*54e4d*5baa8*5e3eea8eff1d1%252526m%25253Dcompany*4feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D*51%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6078553705836277760%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0*30%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D*51%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A3d4286bcd63289611ef42f9e1aae0b37%25252526distanceFromNestedActor%2525253D*51%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6078553705836277760_2_*1_*1_rhs*5licita%25C3%25A7%25C3%25B5es*5licita%25C3%25A7%25C3%25A3o*5com*5br&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6341 urls left in queue]
crawl 365[2.21 seconds used]: {'url': 'https://www.linkedin.com/pub/fl%C3%A1vio-braghiroli/60/899/287?trk=co-feed-likes-three', 'anchor_text': u'Fl\xe1vio Braghiroli', 'value': 0},  [6385 urls left in queue]
crawl 366[1.16 seconds used]: {'url': 'https://www.linkedin.com/in/deciofacioli?trk=pub-pbmap', 'anchor_text': 'Decio Facioli', 'value': 0},  [6434 urls left in queue]
crawl 367[1.26 seconds used]: {'url': 'https://www.linkedin.com/in/erick-di-pierro-3aba9b21?trk=pub-pbmap', 'anchor_text': 'Erick Di Pierro', 'value': 0},  [6490 urls left in queue]
crawl 368[1.12 seconds used]: {'url': 'https://www.linkedin.com/in/mabia-coalho-9a469562?trk=pub-pbmap', 'anchor_text': 'Mabia Coalho', 'value': 0},  [6508 urls left in queue]
crawl 369[1.09 seconds used]: {'url': 'https://www.linkedin.com/in/taiana-foga%C3%A7a-95406b44?trk=pub-pbmap', 'anchor_text': u'Taiana Foga\xe7a', 'value': 0},  [6512 urls left in queue]
crawl 370[1.23 seconds used]: {'url': 'https://www.linkedin.com/in/clevelin-ara%C3%BAjo-87167848?trk=pub-pbmap', 'anchor_text': u'Clevelin Ara\xfajo', 'value': 0},  [6519 urls left in queue]
crawl 371[1.22 seconds used]: {'url': 'https://www.linkedin.com/in/diana-fernandes-7428284b?trk=pub-pbmap', 'anchor_text': 'Diana Fernandes', 'value': 0},  [6539 urls left in queue]
crawl 372[1.16 seconds used]: {'url': 'https://www.linkedin.com/in/karen-bellingeri-840b5647?trk=pub-pbmap', 'anchor_text': 'Karen Bellingeri', 'value': 0},  [6545 urls left in queue]
crawl 373[1.10 seconds used]: {'url': 'https://www.linkedin.com/pub/dir/Karen/Bellingeri?trk=prof-samename-searchmore', 'anchor_text': 'More professionals named Karen Bellingeri', 'value': 0},  [6547 urls left in queue]
crawl 374[0.87 seconds used]: {'url': 'https://www.linkedin.com/start/join?trk=ndir_getpro', 'anchor_text': 'Join LinkedIn', 'value': 0},  [6546 urls left in queue]
crawl 375[1.21 seconds used]: {'url': 'https://www.linkedin.com/in/karen-bellingeri-77811a28', 'anchor_text': 'Public Profile', 'value': 0},  [6564 urls left in queue]
crawl 376[1.21 seconds used]: {'url': 'https://www.linkedin.com/in/joe-tunis-47722a40?trk=pub-pbmap', 'anchor_text': 'joe tunis', 'value': 0},  [6577 urls left in queue]
crawl 377[1.65 seconds used]: {'url': 'https://www.linkedin.com/in/karen-bellingeri-77811a28?trk=pub-pbmap', 'anchor_text': 'Karen Bellingeri', 'value': 0},  [6576 urls left in queue]
crawl 378[1.16 seconds used]: {'url': 'https://www.linkedin.com/in/mehul-%22stretch%22-shah-0374b59?trk=pub-pbmap', 'anchor_text': 'Mehul "Stretch" Shah', 'value': 0},  [6620 urls left in queue]
crawl 379[1.22 seconds used]: {'url': 'https://www.linkedin.com/in/joseph-jay-howard-419832b?trk=pub-pbmap', 'anchor_text': 'Joseph (Jay) Howard', 'value': 0},  [6641 urls left in queue]
crawl 380[1.39 seconds used]: {'url': 'https://www.linkedin.com/in/matthew-raad-lmsw-b474a446?trk=pub-pbmap', 'anchor_text': 'Matthew Raad, LMSW', 'value': 0},  [6676 urls left in queue]
crawl 381[1.39 seconds used]: {'url': 'https://www.linkedin.com/in/carol-heintz-06b62128?trk=pub-pbmap', 'anchor_text': 'Carol Heintz', 'value': 0},  [6708 urls left in queue]
crawl 382[1.38 seconds used]: {'url': 'https://www.linkedin.com/in/patrick-coffey-3b347720?trk=pub-pbmap', 'anchor_text': 'Patrick Coffey', 'value': 0},  [6736 urls left in queue]
crawl 383[1.22 seconds used]: {'url': 'https://www.linkedin.com/in/vince-miller-cprm-m-2576897?trk=pub-pbmap', 'anchor_text': 'Vince Miller CPRM-M', 'value': 0},  [6775 urls left in queue]
crawl 384[1.30 seconds used]: {'url': 'https://www.linkedin.com/in/mike-nelson-a7107195?trk=pub-pbmap', 'anchor_text': 'Mike Nelson', 'value': 0},  [6785 urls left in queue]
crawl 385[1.55 seconds used]: {'url': 'https://www.linkedin.com/pub/dir/Mike/Nelson?trk=prof-samename-searchmore', 'anchor_text': 'More professionals named Mike Nelson', 'value': 0},  [6794 urls left in queue]
crawl 386[1.22 seconds used]: {'url': 'https://www.linkedin.com/in/therealmikenelson', 'anchor_text': 'Public Profile', 'value': 0},  [6818 urls left in queue]
crawl 387[1.28 seconds used]: {'url': 'https://www.linkedin.com/in/ccandland?trk=pub-pbmap', 'anchor_text': 'Catherine Candland', 'value': 0},  [6858 urls left in queue]
crawl 388[1.54 seconds used]: {'url': 'https://www.linkedin.com/in/terrig3?trk=pub-pbmap', 'anchor_text': 'Terri Gallagher', 'value': 0},  [6906 urls left in queue]
crawl 389[1.12 seconds used]: {'url': 'https://www.linkedin.com/pub/dir/Terri/Gallagher?trk=prof-samename-searchmore', 'anchor_text': 'More professionals named Terri Gallagher', 'value': 0},  [6914 urls left in queue]
crawl 390[1.36 seconds used]: {'url': 'https://www.linkedin.com/in/terri-gallagher-02663995', 'anchor_text': 'Public Profile', 'value': 0},  [6943 urls left in queue]
crawl 391[1.49 seconds used]: {'url': 'https://www.linkedin.com/in/andrew-ruiz-63455a45?trk=pub-pbmap', 'anchor_text': 'Andrew Ruiz', 'value': 0},  [6983 urls left in queue]
crawl 392[1.17 seconds used]: {'url': 'https://www.linkedin.com/in/anastasia-bryngelson-8b2a4132?trk=pub-pbmap', 'anchor_text': 'Anastasia Bryngelson', 'value': 0},  [7006 urls left in queue]
crawl 393[1.32 seconds used]: {'url': 'https://www.linkedin.com/in/bridget-brooks-1776b6a1?trk=pub-pbmap', 'anchor_text': 'Bridget Brooks', 'value': 0},  [7060 urls left in queue]
crawl 394[1.27 seconds used]: {'url': 'https://www.linkedin.com/in/avinash-vellore-0140365a?trk=pub-pbmap', 'anchor_text': 'Avinash Vellore', 'value': 0},  [7084 urls left in queue]
crawl 395[1.44 seconds used]: {'url': 'https://www.linkedin.com/in/gaurav-varshney-543a8536?trk=pub-pbmap', 'anchor_text': 'Gaurav Varshney', 'value': 0},  [7137 urls left in queue]
crawl 396[1.23 seconds used]: {'url': 'https://www.linkedin.com/in/anjali-pandey-048b3552?trk=pub-pbmap', 'anchor_text': 'Anjali Pandey', 'value': 0},  [7161 urls left in queue]
crawl 397[1.27 seconds used]: {'url': 'https://www.linkedin.com/in/tulika-sharma-899930a?trk=pub-pbmap', 'anchor_text': 'Tulika Sharma', 'value': 0},  [7175 urls left in queue]
crawl 398[1.21 seconds used]: {'url': 'https://www.linkedin.com/in/trupti-pawar-47899b36?trk=pub-pbmap', 'anchor_text': 'Trupti Pawar', 'value': 0},  [7208 urls left in queue]
crawl 399[1.11 seconds used]: {'url': 'https://www.linkedin.com/in/sneha-saroj-9a158a29?trk=pub-pbmap', 'anchor_text': 'Sneha Saroj', 'value': 0},  [7222 urls left in queue]
crawl 400[1.17 seconds used]: {'url': 'https://www.linkedin.com/in/rohini-jaiswal-77693314?trk=pub-pbmap', 'anchor_text': 'Rohini Jaiswal', 'value': 0},  [7246 urls left in queue]
crawl 401[1.29 seconds used]: {'url': 'https://www.linkedin.com/in/ramlakhan-chauhan-54976650?trk=pub-pbmap', 'anchor_text': 'Ramlakhan Chauhan', 'value': 0},  [7291 urls left in queue]
crawl 402[1.53 seconds used]: {'url': 'https://www.linkedin.com/in/ramlakhan-chauhan-54976650?trk=profile-badge', 'anchor_text': 'Ramlakhan Chauhan', 'value': 0},  [7290 urls left in queue]
crawl 403[1.37 seconds used]: {'url': 'https://www.linkedin.com/in/kumar-nikhil-242a0520?trk=pub-pbmap', 'anchor_text': 'kumar Nikhil', 'value': 0},  [7318 urls left in queue]
crawl 404[1.35 seconds used]: {'url': 'https://www.linkedin.com/in/kalaicse37?trk=pub-pbmap', 'anchor_text': 'Kalai Arasan', 'value': 0},  [7352 urls left in queue]
